Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,cleaned_Timestamp,cleaned_Gender,cleaned_Country,cleaned_state,cleaned_self_employed,cleaned_family_history,cleaned_treatment,cleaned_work_interfere,cleaned_no_employees,cleaned_remote_work,cleaned_tech_company,cleaned_benefits,cleaned_care_options,cleaned_wellness_program,cleaned_seek_help,cleaned_anonymity,cleaned_leave,cleaned_mental_health_consequence,cleaned_phys_health_consequence,cleaned_coworkers,cleaned_supervisor,cleaned_mental_health_interview,cleaned_phys_health_interview,cleaned_mental_vs_physical,cleaned_obs_consequence,cleaned_comments
2014-08-28 10:11:52,27,Man,United States,MN,No,No,No,,26-100,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,No,,20140828 101152,man,united states,mn,,,,,26100,,yes,yes,sure,,dont know,dont know,dont know,,,yes,yes,,,dont know,,
2014-08-28 10:13:44,33,Male,United Kingdom,,No,No,No,,6-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,,20140828 101344,male,united kingdom,,,,,,625,,yes,dont know,,,,dont know,dont know,maybe,,,,,maybe,dont know,,
2014-08-28 10:15:52,30,male,Canada,,No,Yes,Yes,Sometimes,More than 1000,No,No,Don't know,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,Yes,No,Yes,,20140828 101552,male,canada,,,yes,yes,sometimes,1000,,,dont know,,,,,difficult,yes,,,,,yes,,yes,
2014-08-28 10:16:55,29,male,Canada,,No,No,No,,1-5,Yes,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,No,Maybe,Don't know,No,,20140828 101655,male,canada,,,,,,15,yes,yes,,yes,,,dont know,somewhat difficult,maybe,maybe,yes,yes,,maybe,dont know,,
2014-08-28 10:17:19,25,Male,United States,MO,No,Yes,Yes,Never,6-25,Yes,Yes,Don't know,No,Yes,Don't know,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,No,No,,20140828 101719,male,united states,mo,,yes,yes,never,625,yes,yes,dont know,,yes,dont know,dont know,dont know,yes,,,yes,,,,,
2014-08-28 10:18:34,33,Male,United States,WY,No,Yes,Yes,Sometimes,1-5,No,No,No,Yes,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,,20140828 101834,male,united states,wy,,yes,yes,sometimes,15,,,,yes,,,dont know,dont know,,,,yes,maybe,maybe,dont know,,
2014-08-28 10:18:46,31,Male,South Africa,,No,No,No,Never,100-500,Yes,Yes,No,No,No,No,No,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,Fully remote developer,20140828 101846,male,south africa,,,,,never,100500,yes,yes,,,,,,dont know,,,,,,maybe,,,fully remote developer
2014-08-28 10:20:37,21,male,Germany,,No,No,No,Rarely,6-25,Yes,Yes,Don't know,No,No,No,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,,20140828 102037,male,germany,,,,,rarely,625,yes,yes,dont know,,,,dont know,easy,maybe,maybe,,,,maybe,,,
2014-08-28 10:22:06,30,Male,Switzerland,,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No,,20140828 102206,male,switzerland,,,yes,yes,sometimes,26100,,yes,dont know,,,,,difficult,yes,yes,,,,,,,
2014-08-28 10:24:19,29,Male,United States,MN,No,No,No,,More than 1000,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,No,No,,20140828 102419,male,united states,mn,,,,,1000,,,dont know,sure,dont know,dont know,dont know,dont know,,,yes,yes,,,,,
2014-08-28 10:25:39,43,Male,Croatia,,Yes,No,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Yes,Very difficult,Yes,No,Yes,No,No,Maybe,No,Yes,,20140828 102539,male,croatia,,yes,,yes,sometimes,15,yes,yes,,,,,yes,difficult,yes,,yes,,,maybe,,yes,
2014-08-28 10:29:47,37,m,United Kingdom,,No,No,Yes,Often,6-25,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,Yes,Yes,Maybe,Yes,No,No,,20140828 102947,,united kingdom,,,,yes,often,625,,yes,,,,,dont know,dont know,yes,,yes,yes,maybe,yes,,,
2014-08-28 10:30:04,24,Male,France,,No,No,No,,26-100,No,Yes,No,No,Yes,No,Don't know,Don't know,Maybe,No,Yes,Some of them,No,No,Don't know,No,,20140828 103004,male,france,,,,,,26100,,yes,,,yes,,dont know,dont know,maybe,,yes,,,,dont know,,
2014-08-28 10:30:44,29,Male,United States,MD,No,No,No,,6-25,Yes,Yes,Don't know,Not sure,No,No,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No,,20140828 103044,male,united states,md,,,,,625,yes,yes,dont know,sure,,,dont know,easy,,,yes,yes,,,dont know,,
2014-08-28 10:34:01,31,Male,United States,KY,No,No,No,,26-100,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Don't know,No,,20140828 103401,male,united states,ky,,,,,26100,,,yes,yes,yes,yes,yes,dont know,,,yes,yes,,,dont know,,
2014-08-28 10:35:55,5,Male,United States,OH,No,No,No,,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,We had a developer suffer from depression and pretty hard burnout but he refused treatment even when the company said we'd foot the bill. Eventually he had to be asked to resign which was a shame. I don't know if we have any specific programs for mental health but we're definitely on the lookout for those types of issues.,20140828 103555,male,united states,oh,,,,,100500,,yes,dont know,sure,,,dont know,somewhat easy,,,yes,yes,,,yes,,developer suffer depression pretty hard burnout refused treatment even company said wed foot bill eventually asked resign shame dont know specific programs mental health definitely lookout types issues
2014-08-28 10:42:09,33,Male,United Kingdom,,Yes,No,No,Never,100-500,No,No,No,Not sure,No,No,Don't know,Very easy,No,No,Yes,Some of them,No,Yes,No,No,,20140828 104209,male,united kingdom,,yes,,,never,100500,,,,sure,,,dont know,easy,,,yes,,,yes,,,
2014-08-28 10:45:21,43,male,United States,NY,No,No,No,,More than 1000,No,No,Yes,Yes,Don't know,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,,20140828 104521,male,united states,ny,,,,,1000,,,yes,yes,dont know,yes,yes,dont know,,,,yes,,maybe,dont know,,
2014-08-28 10:47:12,33,Male,United Kingdom,,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,,20140828 104712,male,united kingdom,,,,yes,sometimes,26100,,yes,dont know,sure,,,dont know,dont know,maybe,,,,,maybe,dont know,,
2014-08-28 10:51:08,27,Male,United Kingdom,,No,No,No,,6-25,No,Yes,No,No,No,Yes,Yes,Don't know,Maybe,No,Yes,Some of them,No,Yes,Yes,No,,20140828 105108,male,united kingdom,,,,,,625,,yes,,,,yes,yes,dont know,maybe,,yes,,,yes,yes,,
2014-08-28 10:52:33,36,Male,United States,TN,No,Yes,Yes,Sometimes,More than 1000,Yes,No,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,,20140828 105233,male,united states,tn,,yes,yes,sometimes,1000,yes,,dont know,,dont know,dont know,dont know,dont know,yes,maybe,,,,maybe,dont know,,
2014-08-28 10:54:31,37,male,Australia,,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,Yes,,20140828 105431,male,australia,,,yes,yes,sometimes,26100,,yes,,yes,,,yes,easy,,,,yes,,maybe,yes,yes,
2014-08-28 10:57:23,32,male,Belgium,,No,No,No,,6-25,No,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,No,No,No,,20140828 105723,male,belgium,,,,,,625,,yes,,yes,,,dont know,difficult,yes,maybe,,,,,,,
2014-08-28 11:02:41,39,Male,United Kingdom,,No,No,Yes,Sometimes,100-500,No,Yes,No,No,No,No,Don't know,Very easy,No,No,No,Some of them,No,Yes,Yes,No,,20140828 110241,male,united kingdom,,,,yes,sometimes,100500,,yes,,,,,dont know,easy,,,,,,yes,yes,,
2014-08-28 11:04:00,31,Male,United States,TX,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No,,20140828 110400,male,united states,tx,,yes,yes,sometimes,26100,,yes,yes,yes,,dont know,dont know,somewhat easy,maybe,,,yes,maybe,yes,dont know,,
2014-08-28 11:04:17,36,Male,United States,OH,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,I am a 15 year vet of the industry and I get 2 weeks of combined sick and vacation time a year and I have children to fit into that too. I've had heart problems from the stress. Fuck everything about startup culture. ,20140828 110417,male,united states,oh,,,yes,sometimes,100500,yes,yes,yes,yes,,,dont know,difficult,maybe,maybe,,,maybe,maybe,dont know,,15 year vet industry get 2 weeks combined sick vacation time year children fit ive heart problems stress fuck everything startup culture
2014-08-28 11:07:23,30,Male,United States,TX,Yes,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Yes,Don't know,No,,20140828 110723,male,united states,tx,yes,,yes,sometimes,26100,yes,yes,dont know,sure,dont know,dont know,dont know,dont know,,,,,,yes,dont know,,
2014-08-28 11:09:03,28,male,Canada,,No,No,No,,6-25,No,Yes,Yes,Not sure,No,Don't know,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,20140828 110903,male,canada,,,,,,625,,yes,yes,sure,,dont know,yes,easy,,,,yes,maybe,maybe,yes,,
2014-08-28 11:10:53,32,Male,Italy,,No,No,No,,6-25,No,Yes,No,No,No,No,No,Somewhat difficult,Maybe,No,Some of them,No,Maybe,Maybe,No,No,Italians are somewhat behind for what concerns mental health care in the workplace.  Physical health care is very much accepted with a doctor that certifies your ailment.  Mental health is treated quite differently I believe because most people are willing to admit that physical ailments should be covered while mental ailments are almost considered non-existent in most respects.  ,20140828 111053,male,italy,,,,,,625,,yes,,,,,,somewhat difficult,maybe,,,,maybe,maybe,,,italians somewhat behind concerns mental health care workplace physical health care much accepted doctor certifies ailment mental health treated quite differently believe people willing admit physical ailments covered mental ailments almost considered nonexistent respects
2014-08-28 11:14:21,35,Male,United States,CA,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,Since I am the CEO of my startup some of the would you feel comfortable and do you know the policy questions are interesting.  Of course I feel comfortable since no one can fire me and I know the policies because I chose them!However now I am curious if my employees know just how supportive the company would be of their mental health needs and this survey is making me realize that we probably haven't done a great job communicating that to everyone.  Thanks for doing this.,20140828 111421,male,united states,ca,,yes,yes,rarely,625,,yes,yes,yes,yes,yes,yes,easy,,,,yes,,,yes,,since ceo startup would feel comfortable know policy questions interesting course feel comfortable since one fire know policies chose themhowever curious employees know supportive company would mental health needs survey making realize probably havent done great job communicating everyone thanks
2014-08-28 11:15:42,19,Male,Canada,,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,Yes,Don't know,No,,20140828 111542,male,canada,,,,yes,sometimes,26100,,yes,dont know,sure,,,dont know,somewhat difficult,,,,yes,,yes,dont know,,
2014-08-28 11:19:35,33,m,Norway,,No,Yes,No,,26-100,No,Yes,Yes,Yes,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,,20140828 111935,,norway,,,yes,,,26100,,yes,yes,yes,,,dont know,easy,,,,yes,,,dont know,,
2014-08-28 11:20:14,42,male,Germany,,No,No,No,,More than 1000,Yes,Yes,Don't know,Not sure,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,Maybe,Yes,No,,20140828 112014,male,germany,,,,,,1000,yes,yes,dont know,sure,yes,yes,yes,easy,,,,,,maybe,yes,,
2014-08-28 11:21:17,37,Male,United States,MI,No,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,,20140828 112117,male,united states,mi,,yes,yes,sometimes,100500,,yes,dont know,sure,dont know,dont know,dont know,dont know,maybe,,,,,,dont know,,
2014-08-28 11:21:48,40,Male,Thailand,,Yes,No,No,Never,6-25,No,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,20140828 112148,male,thailand,,yes,,,never,625,,yes,,,,,yes,easy,,,,yes,maybe,maybe,yes,,
2014-08-28 11:22:04,36,M,United States,CA,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,,20140828 112204,,united states,ca,,,,never,1000,,yes,yes,yes,yes,yes,yes,easy,,,,yes,,,yes,,
2014-08-28 11:26:15,29,Female,United States,OR,No,Yes,Yes,Sometimes,26-100,Yes,No,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,,20140828 112615,female,united states,,,yes,yes,sometimes,26100,yes,,dont know,,,dont know,dont know,dont know,maybe,,,yes,,maybe,dont know,,
2014-08-28 11:27:56,38,f,United States,NC,No,Yes,Yes,Sometimes,26-100,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,I work for the state so the health plan is large and cumbersome.  I believe it covers most medical as a state benefit but I haven't seen any promotion of it.  And it's not really the same as a tech company where I am.  We are an IT department but hardly run like any tech company around.,20140828 112756,f,united states,nc,,yes,yes,sometimes,26100,,,yes,sure,,dont know,dont know,dont know,maybe,,,,,,dont know,,work state health plan large cumbersome believe covers medical state benefit havent seen promotion really tech company department hardly run like tech company around
2014-08-28 11:29:20,26,M,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,No,,20140828 112920,,united states,ca,,yes,yes,sometimes,1000,,yes,yes,,yes,dont know,dont know,somewhat difficult,yes,maybe,,,,maybe,,,
2014-08-28 11:32:37,34,male,Germany,,No,No,No,Rarely,26-100,No,Yes,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,Maybe,Maybe,Yes,No,,20140828 113237,male,germany,,,,,rarely,26100,,yes,,,,,yes,somewhat easy,maybe,maybe,,,maybe,maybe,yes,,
2014-08-28 11:34:36,21,Male,United States,IL,No,No,Yes,Often,More than 1000,No,No,No,Yes,No,No,No,Don't know,Yes,No,Some of them,Some of them,No,Yes,No,Yes,I have Narcolepsy and have been fired from a job before for falling asleep standing up during a meeting. I was standing up in the back of the room so that i could pace and try to prevent myself from falling asleep. I still managed to fall asleep while standing and fell over against the wall. I was fired the next day. The worst part is this is a condition i had given months of notice about to my boss and i reminded her of it before the meeting. I worked at a hospital at the time. I would have thought that they would be more accommodating.,20140828 113436,male,united states,il,,,yes,often,1000,,,,yes,,,,dont know,yes,,,,,yes,,yes,narcolepsy fired job falling asleep standing meeting standing back room could pace try prevent falling asleep still managed fall asleep standing fell wall fired next day worst part condition given months notice boss reminded meeting worked hospital time would thought would accommodating
2014-08-28 11:36:48,31,Male,Canada,,Yes,Yes,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,No,No,No,Yes,No,I feel like most of my answers were useless due to answering that I am self-employed early on. Since my employer is me... my employer does/doesn't offer mental health benefits or would I be comfortable bring it up with 'them' doesn't make sense...,20140828 113648,male,canada,,yes,yes,,sometimes,15,yes,yes,,yes,,,yes,somewhat easy,,,,,,,yes,,feel like answers useless due answering selfemployed early since employer employer doesdoesnt offer mental health benefits would comfortable bring doesnt make sense
2014-08-28 11:38:30,37,Female,United States,CA,No,Yes,Yes,Rarely,26-100,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Yes,Some of them,No,Maybe,Yes,No,,20140828 113830,female,united states,ca,,yes,yes,rarely,26100,,,yes,yes,yes,yes,dont know,dont know,maybe,maybe,yes,,,maybe,yes,,
2014-08-28 11:40:11,37,Male,Ireland,,No,Yes,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,,20140828 114011,male,ireland,,,yes,yes,sometimes,15,,yes,,,,,dont know,easy,,,yes,yes,maybe,maybe,yes,,
2014-08-28 11:44:43,38,Male,Ireland,,No,Yes,Yes,Sometimes,1-5,No,Yes,No,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No,,20140828 114443,male,ireland,,,yes,yes,sometimes,15,,yes,,,,,,difficult,yes,yes,,,,,,,
2014-08-28 11:47:35,27,Female,United States,CA,No,No,Yes,Sometimes,100-500,No,Yes,Don't know,Not sure,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,No,,20140828 114735,female,united states,ca,,,yes,sometimes,100500,,yes,dont know,sure,yes,dont know,dont know,somewhat easy,yes,,,,,maybe,,,
2014-08-28 11:48:12,39,Male,Netherlands,,Yes,No,No,,6-25,No,Yes,No,No,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,20140828 114812,male,netherlands,,yes,,,,625,,yes,,,yes,,yes,somewhat easy,,,,yes,maybe,maybe,yes,,
2014-08-28 11:50:06,33,Female,United States,AZ,Yes,Yes,Yes,Sometimes,1-5,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,Some of them,No,No,No,No,No,,20140828 115006,female,united states,az,yes,yes,yes,sometimes,15,,yes,yes,yes,yes,yes,yes,somewhat easy,maybe,yes,,,,,,,
2014-08-28 11:50:28,27,Male,United Kingdom,,No,No,No,Never,26-100,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,No,Yes,Yes,Don't know,No,,20140828 115028,male,united kingdom,,,,,never,26100,,yes,dont know,sure,,dont know,dont know,somewhat easy,,,,,yes,yes,dont know,,
2014-08-28 11:54:23,36,F,United States,CA,No,No,Yes,Never,6-25,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No,,20140828 115423,f,united states,ca,,,yes,never,625,yes,yes,yes,,,,dont know,dont know,maybe,maybe,,,,,,,
2014-08-28 11:58:21,28,Male,United Kingdom,,No,No,No,Never,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,,20140828 115821,male,united kingdom,,,,,never,26100,,yes,dont know,sure,,,dont know,somewhat easy,,,,yes,maybe,yes,dont know,,
2014-08-28 11:59:23,39,male,United Kingdom,,No,No,Yes,Sometimes,500-1000,No,No,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,,20140828 115923,male,united kingdom,,,,yes,sometimes,5001000,,,dont know,,,,dont know,dont know,maybe,maybe,,,,,dont know,,
2014-08-28 12:02:59,33,Male,United States,VA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,Yes,No,My current work situation was constructed in part because of my mental health issues. One of the reasons I'm self employed is to give me the most flexibility for coping with my mental health issues.I have been removed from a client project in the past because of a mental health condition. This was while I was an employee for a large consulting company. ,20140828 120259,male,united states,va,yes,yes,yes,sometimes,15,yes,yes,,yes,,,yes,easy,maybe,maybe,yes,yes,,,yes,,current work situation constructed part mental health issues one reasons im self employed give flexibility coping mental health issuesi removed client project past mental health condition employee large consulting company
2014-08-28 12:05:41,32,Male,United Kingdom,,No,No,No,,More than 1000,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,,20140828 120541,male,united kingdom,,,,,,1000,,,dont know,sure,,dont know,dont know,dont know,maybe,,,,,yes,dont know,,
2014-08-28 12:06:55,28,Male,United Kingdom,,No,No,No,,More than 1000,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Yes,Yes,No,No,,20140828 120655,male,united kingdom,,,,,,1000,,,dont know,sure,,dont know,dont know,dont know,,,,,yes,yes,,,
2014-08-28 12:07:28,37,Male,United Kingdom,,No,Yes,Yes,Rarely,6-25,No,Yes,No,No,No,No,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes,Some of these questions are not really suitable for non US people.,20140828 120728,male,united kingdom,,,yes,yes,rarely,625,,yes,,,,,yes,somewhat easy,yes,,,yes,,maybe,,yes,questions really suitable non us people
2014-08-28 12:08:30,39,Male,Canada,,No,No,Yes,Sometimes,100-500,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes,,20140828 120830,male,canada,,,,yes,sometimes,100500,,,yes,yes,yes,yes,yes,easy,yes,,,yes,,maybe,,yes,
2014-08-28 12:09:18,43,msle,United States,VA,No,No,No,Sometimes,6-25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,No,No,,20140828 120918,msle,united states,va,,,,sometimes,625,yes,yes,dont know,,,dont know,dont know,dont know,maybe,,,,,maybe,,,
2014-08-28 12:10:08,32,Neuter,United Kingdom,,No,No,Yes,Sometimes,More than 1000,No,No,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,Yes,Some of them,Yes,Yes,Yes,Yes,,20140828 121008,neuter,united kingdom,,,,yes,sometimes,1000,,,dont know,,yes,yes,dont know,dont know,,,yes,,yes,yes,yes,yes,
2014-08-28 12:10:42,27,Female,United States,WA,No,No,No,,More than 1000,No,Yes,Don't know,Not sure,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,,20140828 121042,female,united states,wa,,,,,1000,,yes,dont know,sure,,yes,dont know,dont know,maybe,,,yes,,,dont know,,
2014-08-28 12:12:49,31,Female,United Kingdom,,No,No,No,,6-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,,20140828 121249,female,united kingdom,,,,,,625,,yes,dont know,,,,dont know,dont know,,,yes,yes,maybe,maybe,dont know,,
2014-08-28 12:15:08,43,Male,United Kingdom,,No,No,Yes,Never,26-100,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes,Don't know,No,,20140828 121508,male,united kingdom,,,,yes,never,26100,,yes,dont know,,,dont know,dont know,dont know,,,yes,yes,yes,yes,dont know,,
2014-08-28 12:19:34,33,Male,United States,WI,No,No,Yes,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,Yes,Yes,Don't know,No,,20140828 121934,male,united states,wi,,,yes,sometimes,625,yes,yes,,yes,,,yes,somewhat difficult,,,yes,yes,yes,yes,dont know,,
2014-08-28 12:19:42,34,male,United Kingdom,,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,,20140828 121942,male,united kingdom,,,yes,yes,sometimes,1000,,yes,dont know,sure,dont know,dont know,yes,easy,,,,yes,,maybe,yes,,
2014-08-28 12:22:14,33,M,United States,CA,Yes,No,No,,1-5,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,,20140828 122214,,united states,ca,yes,,,,15,,yes,dont know,,,,dont know,dont know,,,yes,yes,,maybe,dont know,,
2014-08-28 12:23:37,25,Male,United States,CA,No,No,No,,6-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,,20140828 122337,male,united states,ca,,,,,625,,yes,dont know,,,,dont know,dont know,,,,yes,,,dont know,,
2014-08-28 12:30:20,25,Male,United States,NE,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,No,Yes,,20140828 123020,male,united states,ne,,yes,yes,sometimes,1000,,,yes,yes,yes,yes,yes,dont know,maybe,,,,,,,yes,
2014-08-28 12:40:46,32,Male,United Kingdom,,Yes,Yes,No,,1-5,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,No,No,,20140828 124046,male,united kingdom,,yes,yes,,,15,,yes,,yes,,,yes,somewhat easy,,,,yes,,maybe,,,
2014-08-28 12:42:12,25,Male,United States,CO,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,,20140828 124212,male,united states,co,,yes,yes,sometimes,26100,,yes,yes,yes,dont know,dont know,yes,dont know,maybe,,,,,maybe,dont know,,
2014-08-28 12:42:30,37,Male,Netherlands,,No,No,No,,100-500,Yes,No,Don't know,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,Don't know,No,,20140828 124230,male,netherlands,,,,,,100500,yes,,dont know,,dont know,dont know,dont know,somewhat easy,maybe,,yes,yes,,,dont know,,
2014-08-28 12:44:55,39,m,Switzerland,,No,No,Yes,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,,20140828 124455,,switzerland,,,,yes,never,1000,,yes,yes,yes,yes,yes,yes,somewhat easy,,,,,,maybe,yes,,
2014-08-28 12:53:21,29,M,United Kingdom,,No,No,No,Rarely,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Don't know,Yes,,20140828 125321,,united kingdom,,,,,rarely,100500,,yes,dont know,sure,,,dont know,somewhat easy,,,,yes,,maybe,dont know,yes,
2014-08-28 13:01:26,33,Male,United States,NY,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,,20140828 130126,male,united states,ny,,,yes,sometimes,1000,,yes,yes,yes,dont know,dont know,dont know,dont know,maybe,maybe,,,,,dont know,,
2014-08-28 13:04:30,37,female,United States,TX,No,No,Yes,Often,6-25,Yes,Yes,Don't know,Not sure,No,No,Yes,Somewhat difficult,Yes,No,Some of them,Some of them,No,Yes,No,Yes,,20140828 130430,female,united states,tx,,,yes,often,625,yes,yes,dont know,sure,,,yes,somewhat difficult,yes,,,,,yes,,yes,
2014-08-28 13:08:36,35,Female,United States,LA,No,No,Yes,Sometimes,100-500,No,No,Yes,No,No,No,Yes,Very difficult,Yes,Maybe,No,Some of them,No,Yes,No,Yes,I work for the state government. While things are slowly changing regarding covering mental health with state employees it's just not something that is acceptable in this kind of strict environment so I have to be careful about what I say and how I say it. I often take mental health days but have to call in with a physical illness because mental health problems are not acceptable excuses for using sick leave.,20140828 130836,female,united states,la,,,yes,sometimes,100500,,,yes,,,,yes,difficult,yes,maybe,,,,yes,,yes,work state government things slowly changing regarding covering mental health state employees something acceptable kind strict environment careful say say often take mental health days call physical illness mental health problems acceptable excuses using sick leave
